week_start,BrandMedia_Addressable/Linear_Spends,BrandMedia_ConnectedTV_Spends,BrandMedia_Default_Spends,BrandMedia_Display_Spends,BrandMedia_LiveStreamVideo_Spends,BrandMedia_OOH_Spends,BrandMedia_Radio_Spends,BrandMedia_Social_Spends,BrandMedia_TotalDigitalVideo_Spends,NonPaid_Apps_Leads,NonPaid_Apps_Visits,NonPaid_Direct_Leads,NonPaid_Direct_Visits,NonPaid_Email_Leads,NonPaid_Email_Visits,NonPaid_OtherProperties_Leads,NonPaid_OtherProperties_Visits,NonPaid_SEO_Leads,NonPaid_SEO_Visits,PerformanceMedia_App_Spends,PerformanceMedia_Display_Leads,PerformanceMedia_Display_Spends,PerformanceMedia_Display_Visits,PerformanceMedia_PaidSearch_Leads,PerformanceMedia_PaidSearch_Spends,PerformanceMedia_PaidSearch_Visits,PerformanceMedia_Partner_Leads,PerformanceMedia_Partner_Visits,PerformanceMedia_Partners_Spends,Total_DeseasonalizedMarketplace_Revenue,Total_Marketplace_SeasonalIndex,Total_Total_Visits
2011/11/19,0,0,0,0,0,0,0,0,0,59007.2,2057390.767,63278.36667,2557784.6,6243.3,160441.1667,70364,1366854.533,28114.33333,2412615.8,227029.7937,21550.66667,470116.6563,2058849.333,15287.06667,600487.8343,575333.7333,22873.9,113901.6667,352970.4687,7850645.565,1.062837594,9936317.067
2018/11/19,0,0,0,0,0,0,0,0,0,59007.2,2057390.767,63278.36667,2557784.6,6243.3,160441.1667,70364,1366854.533,28114.33333,2412615.8,227029.7937,21550.66667,470116.6563,2058849.333,15287.06667,600487.8343,575333.7333,22873.9,113901.6667,352970.4687,7850645.565,1.062837594,9936317.067
2025/11/19,0,0,0,0,0,0,0,0,0,58256.66452,2046970.961,62556.24516,2540673.316,6520.012903,164114.8065,68472.16129,1353372.245,28024.83871,2402014.013,225813.2954,21992.83871,468075.5053,2051082.71,15329.71613,598806.2967,580804.6516,22833.49032,115551.7742,364010.5473,7821499.523,1.061007754,9901212.232
2002/12/19,0,0,0,0,0,0,0,0,0,53753.45161,1984452.129,58223.51613,2438005.613,8180.290323,186156.6452,57121.12903,1272478.516,27487.87097,2338403.29,218514.3055,24645.87097,455828.599,2004482.968,15585.6129,588717.071,613630.1613,22591.03226,125452.4194,430251.019,7565386.761,1.061007754,9690583.226
2009/12/19,0,0,0,0,0,0,0,0,0,53753.45161,1984452.129,58223.51613,2438005.613,8180.290323,186156.6452,57121.12903,1272478.516,27487.87097,2338403.29,218514.3055,24645.87097,455828.599,2004482.968,15585.6129,588717.071,613630.1613,22591.03226,125452.4194,430251.019,7565386.761,1.061007754,9690583.226
2016/12/19,0,0,0,0,0,0,0,0,0,53753.45161,1984452.129,58223.51613,2438005.613,8180.290323,186156.6452,57121.12903,1272478.516,27487.87097,2338403.29,218514.3055,24645.87097,455828.599,2004482.968,15585.6129,588717.071,613630.1613,22591.03226,125452.4194,430251.019,7565386.761,1.061007754,9690583.226
2023/12/19,0,0,0,0,0,0,0,0,0,53753.45161,1984452.129,58223.51613,2438005.613,8180.290323,186156.6452,57121.12903,1272478.516,27487.87097,2338403.29,218514.3055,24645.87097,455828.599,2004482.968,15585.6129,588717.071,613630.1613,22591.03226,125452.4194,430251.019,7565386.761,1.061007754,9690583.226
1930/12/19,32261.44839,48370.73129,0,0,0,0,0,0,24136.76456,58833.45161,2219026.323,64536.74194,2658379.968,10382.54839,219862.129,63317.09677,1357593.032,28797.06452,2414827.161,292209.8248,31644.58065,411059.9813,2462151.839,21258.83871,724143.6839,828779.1935,21243.29032,150571.9355,352969.1029,8226751.194,0.966538586,10953598.55
2006/1/20,45166.02774,67719.02381,0,0,0,0,0,0,33791.47039,60865.45161,2312856,67062.03226,2746529.71,11263.45161,233344.3226,65795.48387,1391638.839,29320.74194,2445396.71,321688.0326,34444.06452,393152.5342,2645219.387,23528.12903,778314.329,914838.8065,20704.19355,160619.7419,322056.3365,8195521.589,0.966538586,11458804.68
2013/1/20,45166.02774,67719.02381,0,0,0,0,0,0,33791.47039,60865.45161,2312856,67062.03226,2746529.71,11263.45161,233344.3226,65795.48387,1391638.839,29320.74194,2445396.71,321688.0326,34444.06452,393152.5342,2645219.387,23528.12903,778314.329,914838.8065,20704.19355,160619.7419,322056.3365,8195521.589,0.966538586,11458804.68
2020/1/20,45166.02774,67719.02381,0,0,0,0,0,0,33791.47039,60865.45161,2312856,67062.03226,2746529.71,11263.45161,233344.3226,65795.48387,1391638.839,29320.74194,2445396.71,321688.0326,34444.06452,393152.5342,2645219.387,23528.12903,778314.329,914838.8065,20704.19355,160619.7419,322056.3365,8195521.589,0.966538586,11458804.68
2027/1/20,60727.38839,69270.29945,0,0,0,0,0,0,36438.95462,63293.11568,2374746.414,68648.69299,2787272.177,11483.66741,237756.5851,66718.3604,1391550.914,30383.3871,2419280.28,357347.7303,34084.3515,356141.3325,2555128.557,25457.39266,830394.1396,982594.0145,20623.53726,168906.663,325622.3631,7441668.138,1.085155964,11525684.69
2003/2/20,99630.79,73148.48856,0,0,0,0,0,0,43057.6652,69362.27586,2529472.448,72615.34483,2889128.345,12034.2069,248787.2414,69025.55172,1391331.103,33040,2353989.207,446496.9745,33185.06897,263613.3283,2329901.483,30280.55172,960593.6659,1151982.034,20421.89655,189623.9655,334537.4297,7796646.401,1.085155964,11692884.72
2010/2/20,99630.79,73148.48856,0,0,0,0,0,0,43057.6652,69362.27586,2529472.448,72615.34483,2889128.345,12034.2069,248787.2414,69025.55172,1391331.103,33040,2353989.207,446496.9745,33185.06897,263613.3283,2329901.483,30280.55172,960593.6659,1151982.034,20421.89655,189623.9655,334537.4297,7796646.401,1.085155964,11692884.72
2017/2/20,99630.79,73148.48856,0,0,0,0,0,0,43057.6652,69362.27586,2529472.448,72615.34483,2889128.345,12034.2069,248787.2414,69025.55172,1391331.103,33040,2353989.207,446496.9745,33185.06897,263613.3283,2329901.483,30280.55172,960593.6659,1151982.034,20421.89655,189623.9655,334537.4297,7796646.401,1.085155964,11692884.72
2024/2/20,92429.41355,70490.82172,0,0,0,0,0,0,43024.99143,67614.73415,2483992.693,70974.53059,2816863.789,11814.58287,244390.7875,66979.27475,1337117.388,32277.45161,2280020.099,432846.0837,32035.2158,256871.7343,2286894.317,29610.6941,913221.8925,1111024.979,19994.41824,196859.0534,320133.4509,8210927.747,1.015957679,11420045.72
2002/3/20,49221.15484,54544.82074,0,0,0,0,0,0,42828.94879,57129.48387,2211114.161,61129.64516,2383276.452,10496.83871,218012.0645,54701.6129,1011835.097,27702.16129,1836205.452,350940.739,25136.09677,216422.1703,2028851.323,25591.54839,628991.2526,865282.6452,17429.54839,240269.5806,233709.5781,7510373.482,1.015957679,9783011.677
2009/3/20,49221.15484,54544.82074,0,0,0,0,0,0,42828.94879,57129.48387,2211114.161,61129.64516,2383276.452,10496.83871,218012.0645,54701.6129,1011835.097,27702.16129,1836205.452,350940.739,25136.09677,216422.1703,2028851.323,25591.54839,628991.2526,865282.6452,17429.54839,240269.5806,233709.5781,7510373.482,1.015957679,9783011.677
2016/3/20,49221.15484,54544.82074,0,0,0,0,0,0,42828.94879,57129.48387,2211114.161,61129.64516,2383276.452,10496.83871,218012.0645,54701.6129,1011835.097,27702.16129,1836205.452,350940.739,25136.09677,216422.1703,2028851.323,25591.54839,628991.2526,865282.6452,17429.54839,240269.5806,233709.5781,7510373.482,1.015957679,9783011.677
2023/3/20,49221.15484,54544.82074,0,0,0,0,0,0,42828.94879,57129.48387,2211114.161,61129.64516,2383276.452,10496.83871,218012.0645,54701.6129,1011835.097,27702.16129,1836205.452,350940.739,25136.09677,216422.1703,2028851.323,25591.54839,628991.2526,865282.6452,17429.54839,240269.5806,233709.5781,7510373.482,1.015957679,9783011.677
1930/3/20,14063.1871,15584.2345,0,0,0,0,0,0,24047.59155,58239.87634,2169357.07,67592.6129,2466472.796,12460.09677,225712.828,56831.86559,828171.5753,32125.40323,1887353.462,172611.5876,21263.57527,91919.63081,1187646.14,21235.2043,293889.4181,587282.7796,13023.87097,214385.9516,137055.1185,5494217.298,0.900538162,8738211.027
2006/4/20,0,0,0,0,0,0,0,0,16535.04865,58684.03333,2152654.233,70177.8,2499751.333,13245.4,228793.1333,57683.96667,754706.1667,33894.7,1907812.667,101279.927,19714.56667,42118.615,851164.0667,19492.66667,159848.6843,476082.8333,11261.6,204032.5,98393.33467,4302721.201,0.900538162,8320290.767
2013/4/20,0,0,0,0,0,0,0,0,16535.04865,58684.03333,2152654.233,70177.8,2499751.333,13245.4,228793.1333,57683.96667,754706.1667,33894.7,1907812.667,101279.927,19714.56667,42118.615,851164.0667,19492.66667,159848.6843,476082.8333,11261.6,204032.5,98393.33467,4302721.201,0.900538162,8320290.767
2020/4/20,0,0,0,0,0,0,0,0,16535.04865,58684.03333,2152654.233,70177.8,2499751.333,13245.4,228793.1333,57683.96667,754706.1667,33894.7,1907812.667,101279.927,19714.56667,42118.615,851164.0667,19492.66667,159848.6843,476082.8333,11261.6,204032.5,98393.33467,4302721.201,0.900538162,8320290.767
2027/4/20,30846.77419,69071.27516,0,10161.34917,1935.483889,0,0,6961.702258,13954.81323,70648.28172,2321581.133,81875.72903,2700998.075,15499.92903,266579.7075,60349.16989,803375.5376,41152.65806,2228985.925,120317.8243,22378.24086,57772.70355,980927.0473,26416.21505,210982.5766,612357.3656,13475.61935,200275.5806,124634.1604,4900843.149,0.907550215,9311704.834
2004/5/20,71975.80645,161166.3087,0,23709.81474,4516.129075,0,0,16243.97194,10514.49935,86600.6129,2546817,97472.96774,2969327.065,18505.96774,316961.8065,63902.77419,868268.0323,50829.93548,2657216.935,145701.6874,25929.80645,78644.82161,1153944.355,35647.6129,279161.0997,794056.7419,16427.64516,195266.3548,159621.9281,5742664.872,0.907550215,10633590.26
2011/5/20,71975.80645,161166.3087,0,23709.81474,4516.129075,0,0,16243.97194,10514.49935,86600.6129,2546817,97472.96774,2969327.065,18505.96774,316961.8065,63902.77419,868268.0323,50829.93548,2657216.935,145701.6874,25929.80645,78644.82161,1153944.355,35647.6129,279161.0997,794056.7419,16427.64516,195266.3548,159621.9281,5742664.872,0.907550215,10633590.26
2018/5/20,71975.80645,161166.3087,0,23709.81474,4516.129075,0,0,16243.97194,10514.49935,86600.6129,2546817,97472.96774,2969327.065,18505.96774,316961.8065,63902.77419,868268.0323,50829.93548,2657216.935,145701.6874,25929.80645,78644.82161,1153944.355,35647.6129,279161.0997,794056.7419,16427.64516,195266.3548,159621.9281,5742664.872,0.907550215,10633590.26
2025/5/20,71975.80645,161166.3087,0,23709.81474,4516.129075,0,0,16243.97194,10514.49935,86600.6129,2546817,97472.96774,2969327.065,18505.96774,316961.8065,63902.77419,868268.0323,50829.93548,2657216.935,145701.6874,25929.80645,78644.82161,1153944.355,35647.6129,279161.0997,794056.7419,16427.64516,195266.3548,159621.9281,5355459.242,0.9731671,10633590.26
2001/6/20,0,216146.9084,0,0,0,0,0,0,402.6166667,99820.46667,2759614.667,115148.1333,3264108.867,19749.1,314910.8667,61690.3,924724.9667,59259.9,2869317.733,170301.929,29727.6,81840.899,1280443.5,42499.56667,368273.4837,937306.0667,20251.23333,282899.6333,163002.6417,5625749.57,0.9731671,11708601.33
2008/6/20,0,216146.9084,0,0,0,0,0,0,402.6166667,99820.46667,2759614.667,115148.1333,3264108.867,19749.1,314910.8667,61690.3,924724.9667,59259.9,2869317.733,170301.929,29727.6,81840.899,1280443.5,42499.56667,368273.4837,937306.0667,20251.23333,282899.6333,163002.6417,5625749.57,0.9731671,11708601.33
2015/6/20,0,216146.9084,0,0,0,0,0,0,402.6166667,99820.46667,2759614.667,115148.1333,3264108.867,19749.1,314910.8667,61690.3,924724.9667,59259.9,2869317.733,170301.929,29727.6,81840.899,1280443.5,42499.56667,368273.4837,937306.0667,20251.23333,282899.6333,163002.6417,5625749.57,0.9731671,11708601.33
2022/6/20,0,216146.9084,0,0,0,0,0,0,402.6166667,99820.46667,2759614.667,115148.1333,3264108.867,19749.1,314910.8667,61690.3,924724.9667,59259.9,2869317.733,170301.929,29727.6,81840.899,1280443.5,42499.56667,368273.4837,937306.0667,20251.23333,282899.6333,163002.6417,5625749.57,0.9731671,11708601.33
2029/6/20,0,269249.8651,0,13109.02874,0,0,0,4714.841935,38982.38988,107170.6172,2830072.462,116877.0473,3263954.146,20382.27742,313502.2753,58263.21935,913153.1011,61116.88387,2844468.776,229328.515,30769.24516,158328.7479,1351940.355,51429.50753,561739.9292,1135002.378,22113.64731,304441.0473,179764.5382,7344414.321,0.927119497,12043381.44
2006/7/20,0,290491.0478,0,18352.64023,0,0,0,6600.77871,54414.29916,110110.6774,2858255.581,117568.6129,3263892.258,20635.54839,312938.8387,56892.3871,908524.3548,61859.67742,2834529.194,252939.1494,31185.90323,188923.8874,1380539.097,55001.48387,639126.5074,1214080.903,22858.6129,313057.6129,186469.2968,7920113.707,0.927119497,12177293.48
2013/7/20,0,290491.0478,0,18352.64023,0,0,0,6600.77871,54414.29916,110110.6774,2858255.581,117568.6129,3263892.258,20635.54839,312938.8387,56892.3871,908524.3548,61859.67742,2834529.194,252939.1494,31185.90323,188923.8874,1380539.097,55001.48387,639126.5074,1214080.903,22858.6129,313057.6129,186469.2968,7920113.707,0.927119497,12177293.48
2020/7/20,0,290491.0478,0,18352.64023,0,0,0,6600.77871,54414.29916,110110.6774,2858255.581,117568.6129,3263892.258,20635.54839,312938.8387,56892.3871,908524.3548,61859.67742,2834529.194,252939.1494,31185.90323,188923.8874,1380539.097,55001.48387,639126.5074,1214080.903,22858.6129,313057.6129,186469.2968,7920113.707,0.927119497,12177293.48
2027/7/20,16380.18433,233421.5239,0,20389.66052,0,0,0,18834.35249,57280.36484,106964.8065,2808309.774,116372.4194,3241143.419,19692.12903,306685.6774,54981.67742,887389.3226,60047.48387,2791269.129,239830.2377,26445.06452,191043.9584,1257588.129,52184.45161,614984.4358,1199317.29,21802.54839,308139.1613,177246.8574,7149096.427,1.027673658,11912452.58
2003/8/20,57330.64516,90747.71427,0,25482.21124,0,0,0,49418.28694,64445.52905,99100.12903,2683445.258,113381.9355,3184271.323,17333.58065,291052.7742,50204.90323,834551.7419,55517,2683118.968,207057.9587,14592.96774,196344.1358,950210.7097,45141.87097,554629.2568,1162408.258,19162.3871,295843.0323,154190.759,7158939.623,1.027673658,11250350.32
2010/8/20,57330.64516,90747.71427,0,25482.21124,0,0,0,49418.28694,64445.52905,99100.12903,2683445.258,113381.9355,3184271.323,17333.58065,291052.7742,50204.90323,834551.7419,55517,2683118.968,207057.9587,14592.96774,196344.1358,950210.7097,45141.87097,554629.2568,1162408.258,19162.3871,295843.0323,154190.759,7158939.623,1.027673658,11250350.32
2017/8/20,57330.64516,90747.71427,0,25482.21124,0,0,0,49418.28694,64445.52905,99100.12903,2683445.258,113381.9355,3184271.323,17333.58065,291052.7742,50204.90323,834551.7419,55517,2683118.968,207057.9587,14592.96774,196344.1358,950210.7097,45141.87097,554629.2568,1162408.258,19162.3871,295843.0323,154190.759,7158939.623,1.027673658,11250350.32
2024/8/20,57330.64516,90747.71427,0,25482.21124,0,0,0,49418.28694,64445.52905,99100.12903,2683445.258,113381.9355,3184271.323,17333.58065,291052.7742,50204.90323,834551.7419,55517,2683118.968,207057.9587,14592.96774,196344.1358,950210.7097,45141.87097,554629.2568,1162408.258,19162.3871,295843.0323,154190.759,6912158.837,1.064364093,11250350.32
1931/8/20,58172.89042,101583.8554,6383.6004,13783.83443,2333.108,0,0,36901.78855,75929.53678,79327.36129,2523908.323,85865.21935,2913418.503,15481.62581,266598.5677,41614.52903,776451.8774,44914.8,2494020.11,219803.0904,16111.70968,182735.0003,840443.3871,38469.23871,607384.805,1118466.723,17095.88387,257258.4903,159058.3433,7186996.174,1.064364093,10414114.1
2007/9/20,58313.26463,103389.8789,7447.5338,11834.10496,2721.959333,0,0,34815.70548,77843.53807,76031.9,2497318.833,81279.1,2868276.367,15172.96667,262522.8667,40182.8,766768.5667,43147.76667,2462503.633,221927.279,16364.83333,180466.811,822148.8333,37357.13333,616177.3963,1111143.133,16751.46667,250827.7333,159869.6073,7232802.397,1.064364093,10274741.4
2014/9/20,58313.26463,103389.8789,7447.5338,11834.10496,2721.959333,0,0,34815.70548,77843.53807,76031.9,2497318.833,81279.1,2868276.367,15172.96667,262522.8667,40182.8,766768.5667,43147.76667,2462503.633,221927.279,16364.83333,180466.811,822148.8333,37357.13333,616177.3963,1111143.133,16751.46667,250827.7333,159869.6073,7232802.397,1.064364093,10274741.4
2021/9/20,58313.26463,103389.8789,7447.5338,11834.10496,2721.959333,0,0,34815.70548,77843.53807,76031.9,2497318.833,81279.1,2868276.367,15172.96667,262522.8667,40182.8,766768.5667,43147.76667,2462503.633,221927.279,16364.83333,180466.811,822148.8333,37357.13333,616177.3963,1111143.133,16751.46667,250827.7333,159869.6073,7232802.397,1.064364093,10274741.4
2028/9/20,106468.1217,114110.4458,3794.64149,13382.39153,19016.16174,0,6309.064516,37376.44889,52741.65834,67756.19677,2455619.5,72330.02903,2717268.139,13342.57097,245876.8968,40557.2,765967.229,38153.57742,2318433.41,236702.4845,17420.72581,176417.4338,907340.4677,33785.29677,597383.2864,1048594.781,16719.32903,259316.8258,176046.5215,7283791.202,1.036809282,9952450.019
2005/10/20,142584.2645,122150.871,1054.972258,14543.60645,31236.81355,0,11040.8629,39297.00645,33915.24854,61549.41935,2424345,65618.22581,2604011.968,11969.77419,233392.4194,40838,765366.2258,34407.93548,2210380.742,247783.8887,18212.64516,173380.401,971234.1935,31106.41935,583287.7039,1001683.516,16695.22581,265683.6452,188179.2071,7177865.62,1.036809282,9710731.484
2012/10/20,142584.2645,122150.871,1054.972258,14543.60645,31236.81355,0,11040.8629,39297.00645,33915.24854,61549.41935,2424345,65618.22581,2604011.968,11969.77419,233392.4194,40838,765366.2258,34407.93548,2210380.742,247783.8887,18212.64516,173380.401,971234.1935,31106.41935,583287.7039,1001683.516,16695.22581,265683.6452,188179.2071,7177865.62,1.036809282,9710731.484
2019/10/20,142584.2645,122150.871,1054.972258,14543.60645,31236.81355,0,11040.8629,39297.00645,33915.24854,61549.41935,2424345,65618.22581,2604011.968,11969.77419,233392.4194,40838,765366.2258,34407.93548,2210380.742,247783.8887,18212.64516,173380.401,971234.1935,31106.41935,583287.7039,1001683.516,16695.22581,265683.6452,188179.2071,7177865.62,1.036809282,9710731.484
2026/10/20,149242.2222,122178.6589,1086.279602,13894.80505,26774.41161,0,11562.52177,40329.85738,35941.07774,60608.34516,2401184.9,64326.26022,2588718.225,11792.13978,228337.7452,39589.73333,768667.7269,33811.5828,2190338.765,273098.1567,18462.80538,175537.8769,1040395.218,30967.34516,592881.5697,999888.6043,16808.79355,263759.472,191446.2856,7046819.129,1.062837594,9712622.929
2002/11/20,189189.9683,122345.3865,1274.123667,10001.99667,0,0,14692.475,46526.963,48096.05297,54961.9,2262224.3,56574.46667,2496955.767,10726.33333,198009.7,32100.13333,788476.7333,30233.46667,2070086.9,424983.7643,19963.76667,188482.7327,1455361.367,30132.9,650444.7647,989119.1333,17490.2,252214.4333,211048.7563,7315232.236,1.062837594,9723971.6
2009/11/20,189189.9683,122345.3865,1274.123667,10001.99667,0,0,14692.475,46526.963,48096.05297,54961.9,2262224.3,56574.46667,2496955.767,10726.33333,198009.7,32100.13333,788476.7333,30233.46667,2070086.9,424983.7643,19963.76667,188482.7327,1455361.367,30132.9,650444.7647,989119.1333,17490.2,252214.4333,211048.7563,7315232.236,1.062837594,9723971.6
2016/11/20,189189.9683,122345.3865,1274.123667,10001.99667,0,0,14692.475,46526.963,48096.05297,54961.9,2262224.3,56574.46667,2496955.767,10726.33333,198009.7,32100.13333,788476.7333,30233.46667,2070086.9,424983.7643,19963.76667,188482.7327,1455361.367,30132.9,650444.7647,989119.1333,17490.2,252214.4333,211048.7563,7315232.236,1.062837594,9723971.6
2023/11/20,189189.9683,122345.3865,1274.123667,10001.99667,0,0,14692.475,46526.963,48096.05297,54961.9,2262224.3,56574.46667,2496955.767,10726.33333,198009.7,32100.13333,788476.7333,30233.46667,2070086.9,424983.7643,19963.76667,188482.7327,1455361.367,30132.9,650444.7647,989119.1333,17490.2,252214.4333,211048.7563,7327848.267,1.061007754,9723971.6
1930/11/20,117604.1254,108745.7144,182.6583118,2811.620538,0,0,13139.60242,29530.32771,60891.47345,55199.24839,2310436.448,51912.26022,2444261.451,9734.333333,193477.3581,34445.79785,803429.5978,29780.74409,2172080.184,417815.1992,19678.28925,200186.7131,1452982.702,25787.79677,623141.1645,894541.9591,17766.08387,264437.6656,212238.5714,7246200.433,1.061007754,9732217.768
2007/12/20,105673.1516,106479.1024,0.747419355,1613.224516,0,0,12880.79032,26697.55516,63024.04353,55238.80645,2318471.806,51135.22581,2435479.065,9569,192721.9677,34836.74194,805921.7419,29705.29032,2189079.065,416620.4384,19630.70968,202137.3765,1452586.258,25063.6129,618590.5645,878779.0968,17812.06452,266474.871,212436.8739,7232592.461,1.061007754,9733592.129
2014/12/20,105673.1516,106479.1024,0.747419355,1613.224516,0,0,12880.79032,26697.55516,63024.04353,55238.80645,2318471.806,51135.22581,2435479.065,9569,192721.9677,34836.74194,805921.7419,29705.29032,2189079.065,416620.4384,19630.70968,202137.3765,1452586.258,25063.6129,618590.5645,878779.0968,17812.06452,266474.871,212436.8739,7232592.461,1.061007754,9733592.129
2021/12/20,105673.1516,106479.1024,0.747419355,1613.224516,0,0,12880.79032,26697.55516,63024.04353,55238.80645,2318471.806,51135.22581,2435479.065,9569,192721.9677,34836.74194,805921.7419,29705.29032,2189079.065,416620.4384,19630.70968,202137.3765,1452586.258,25063.6129,618590.5645,878779.0968,17812.06452,266474.871,212436.8739,7232592.461,1.061007754,9733592.129
2028/12/20,60384.65806,109252.4779,0.427096774,921.8425806,0,0,7360.451613,23043.08871,55983.74817,57053.51613,2425671.871,52292.06452,2528743.258,9661.903226,192306.7097,36948.16129,820776.871,30503,2317010.097,321426.4842,18505.80645,225782.3884,1370438.71,28598.3871,680170.1661,1028825.355,17072.22581,267163.5161,201966.4065,7900390.844,0.966538586,10130159.52
2004/1/21,0,112950.3119,0,0,0,0,0,18170.46677,46596.68768,59473.12903,2568605.29,53834.51613,2653095.516,9785.774194,191753.0323,39763.3871,840583.7097,31566.6129,2487584.806,194501.2119,17005.93548,257309.071,1260908.645,33311.41935,762276.3016,1228887.032,16085.77419,268081.7097,188005.7832,7848240.367,0.966538586,10658916.03
2011/1/21,0,112950.3119,0,0,0,0,0,18170.46677,46596.68768,59473.12903,2568605.29,53834.51613,2653095.516,9785.774194,191753.0323,39763.3871,840583.7097,31566.6129,2487584.806,194501.2119,17005.93548,257309.071,1260908.645,33311.41935,762276.3016,1228887.032,16085.77419,268081.7097,188005.7832,7848240.367,0.966538586,10658916.03
2018/1/21,0,112950.3119,0,0,0,0,0,18170.46677,46596.68768,59473.12903,2568605.29,53834.51613,2653095.516,9785.774194,191753.0323,39763.3871,840583.7097,31566.6129,2487584.806,194501.2119,17005.93548,257309.071,1260908.645,33311.41935,762276.3016,1228887.032,16085.77419,268081.7097,188005.7832,7848240.367,0.966538586,10658916.03
2025/1/21,0,112950.3119,0,0,0,0,0,18170.46677,46596.68768,59473.12903,2568605.29,53834.51613,2653095.516,9785.774194,191753.0323,39763.3871,840583.7097,31566.6129,2487584.806,194501.2119,17005.93548,257309.071,1260908.645,33311.41935,762276.3016,1228887.032,16085.77419,268081.7097,188005.7832,6990356.595,1.085155964,10658916.03
2001/2/21,0,138649.4578,0,3140.466922,0,8230,43208.9,18159.88,48805.93385,61406,2634666.25,56198.25,2777122.25,9349.25,190374.25,46169.5,922106.5,31825,2628415,212295.855,17554.5,314372.755,1215280,33405.75,778629.1725,1202805,17453.25,275834.25,197080.9375,7696785.525,1.085155964,10924497
2008/2/21,0,138649.4578,0,3140.466922,0,8230,43208.9,18159.88,48805.93385,61406,2634666.25,56198.25,2777122.25,9349.25,190374.25,46169.5,922106.5,31825,2628415,212295.855,17554.5,314372.755,1215280,33405.75,778629.1725,1202805,17453.25,275834.25,197080.9375,7696785.525,1.085155964,10924497
2015/2/21,0,138649.4578,0,3140.466922,0,8230,43208.9,18159.88,48805.93385,61406,2634666.25,56198.25,2777122.25,9349.25,190374.25,46169.5,922106.5,31825,2628415,212295.855,17554.5,314372.755,1215280,33405.75,778629.1725,1202805,17453.25,275834.25,197080.9375,7696785.525,1.085155964,10924497
2022/2/21,0,138649.4578,0,3140.466922,0,8230,43208.9,18159.88,48805.93385,61406,2634666.25,56198.25,2777122.25,9349.25,190374.25,46169.5,922106.5,31825,2628415,212295.855,17554.5,314372.755,1215280,33405.75,778629.1725,1202805,17453.25,275834.25,197080.9375,8221024.251,1.015957679,10924497
2001/3/21,545620.871,212306.349,0,111990.9617,0,9134.322581,39031.23226,35511.70677,57299.85718,79398.96774,2797257.581,72030,3081951.871,11122.09677,197686.3226,48728.12903,1047438.452,42635.19355,2909661.548,197086.9442,25020.25806,359852.0055,1549749.645,44326.93548,808813.6497,1316773.161,16943.16129,261986.5161,181398,7546765.274,1.015957679,12115066.65
2008/3/21,545620.871,212306.349,0,111990.9617,0,9134.322581,39031.23226,35511.70677,57299.85718,79398.96774,2797257.581,72030,3081951.871,11122.09677,197686.3226,48728.12903,1047438.452,42635.19355,2909661.548,197086.9442,25020.25806,359852.0055,1549749.645,44326.93548,808813.6497,1316773.161,16943.16129,261986.5161,181398,7546765.274,1.015957679,12115066.65
2015/3/21,545620.871,212306.349,0,111990.9617,0,9134.322581,39031.23226,35511.70677,57299.85718,79398.96774,2797257.581,72030,3081951.871,11122.09677,197686.3226,48728.12903,1047438.452,42635.19355,2909661.548,197086.9442,25020.25806,359852.0055,1549749.645,44326.93548,808813.6497,1316773.161,16943.16129,261986.5161,181398,7546765.274,1.015957679,12115066.65
2022/3/21,545620.871,212306.349,0,111990.9617,0,9134.322581,39031.23226,35511.70677,57299.85718,79398.96774,2797257.581,72030,3081951.871,11122.09677,197686.3226,48728.12903,1047438.452,42635.19355,2909661.548,197086.9442,25020.25806,359852.0055,1549749.645,44326.93548,808813.6497,1316773.161,16943.16129,261986.5161,181398,7546765.274,1.015957679,12115066.65
2029/3/21,233837.5161,170587.6224,0,47996.12643,0,3914.709677,16727.67097,29728.9549,79335.4547,80236.3957,2760239.611,72539.86667,3022978.116,11349.8129,196510.9763,49092.95054,1072726.46,41614.62581,2807548.073,200569.4332,24512.56774,351928.9747,1505552.153,44773.92473,799679.1826,1300615.355,17219.62151,257672.3355,181753.3093,8697367.762,0.900538162,11851116.62
2005/4/21,0,139298.5775,0,0,0,0,0,25391.89099,95862.15283,80864.46667,2732476.133,72922.26667,2978747.8,11520.6,195629.4667,49366.56667,1091692.467,40849.2,2730962.967,203181.3,24131.8,345986.7017,1472404.033,45109.16667,792828.3323,1288497,17426.96667,254436.7,182019.7913,8834883.406,0.900538162,11653154.1
2012/4/21,0,139298.5775,0,0,0,0,0,25391.89099,95862.15283,80864.46667,2732476.133,72922.26667,2978747.8,11520.6,195629.4667,49366.56667,1091692.467,40849.2,2730962.967,203181.3,24131.8,345986.7017,1472404.033,45109.16667,792828.3323,1288497,17426.96667,254436.7,182019.7913,8834883.406,0.900538162,11653154.1
2019/4/21,0,139298.5775,0,0,0,0,0,25391.89099,95862.15283,80864.46667,2732476.133,72922.26667,2978747.8,11520.6,195629.4667,49366.56667,1091692.467,40849.2,2730962.967,203181.3,24131.8,345986.7017,1472404.033,45109.16667,792828.3323,1288497,17426.96667,254436.7,182019.7913,8834883.406,0.900538162,11653154.1
